"DateTime","Dota 2","Counter-Strike 2","New World: Aeternum","Lost Ark","Banana"
"2011-09-22 00:00:00",194,,,,
"2011-09-23 00:00:00",240,,,,
"2011-09-24 00:00:00",,,,,
"2011-09-25 00:00:00",233,,,,
"2011-09-26 00:00:00",222,,,,
"2011-09-27 00:00:00",303,,,,
"2011-09-28 00:00:00",312,,,,
"2011-09-29 00:00:00",299,,,,
"2011-09-30 00:00:00",,,,,
"2011-10-01 00:00:00",,,,,
"2011-10-02 00:00:00",376,,,,
"2011-10-03 00:00:00",344,,,,
"2011-10-04 00:00:00",389,,,,
"2011-10-05 00:00:00",466,,,,
"2011-10-06 00:00:00",439,,,,
"2011-10-07 00:00:00",479,,,,
"2011-10-08 00:00:00",442,,,,
"2011-10-09 00:00:00",530,,,,
"2011-10-10 00:00:00",504,,,,
"2011-10-11 00:00:00",490,,,,
"2011-10-12 00:00:00",457,,,,
"2011-10-13 00:00:00",450,,,,
"2011-10-14 00:00:00",465,,,,
"2011-10-15 00:00:00",500,,,,
"2011-10-16 00:00:00",587,,,,
"2011-10-17 00:00:00",544,,,,
"2011-10-18 00:00:00",470,,,,
"2011-10-19 00:00:00",506,,,,
"2011-10-20 00:00:00",506,,,,
"2011-10-21 00:00:00",474,,,,
"2011-10-22 00:00:00",331,,,,
"2011-10-23 00:00:00",483,,,,
"2011-10-24 00:00:00",483,,,,
"2011-10-25 00:00:00",508,,,,
"2011-10-26 00:00:00",474,,,,
"2011-10-27 00:00:00",580,,,,
"2011-10-28 00:00:00",542,,,,
"2011-10-29 00:00:00",562,,,,
"2011-10-30 00:00:00",468,,,,
"2011-10-31 00:00:00",522,,,,
"2011-11-01 00:00:00",512,,,,
"2011-11-02 00:00:00",931,,,,
"2011-11-03 00:00:00",915,,,,
"2011-11-04 00:00:00",1002,,,,
"2011-11-05 00:00:00",1112,,,,
"2011-11-06 00:00:00",1089,,,,
"2011-11-07 00:00:00",912,,,,
"2011-11-08 00:00:00",1353,,,,
"2011-11-09 00:00:00",2190,,,,
"2011-11-10 00:00:00",2396,,,,
"2011-11-11 00:00:00",2822,,,,
"2011-11-12 00:00:00",2787,,,,
"2011-11-13 00:00:00",2921,,,,
"2011-11-14 00:00:00",3131,,,,
"2011-11-15 00:00:00",3182,,,,
"2011-11-16 00:00:00",3769,,,,
"2011-11-17 00:00:00",5463,,,,
"2011-11-18 00:00:00",7353,,,,
"2011-11-19 00:00:00",7504,,,,
"2011-11-20 00:00:00",7443,,,,
"2011-11-21 00:00:00",6702,,,,
"2011-11-22 00:00:00",7624,,,,
"2011-11-23 00:00:00",8324,,,,
"2011-11-24 00:00:00",8342,,,,
"2011-11-25 00:00:00",8342,,,,
"2011-11-26 00:00:00",11701,,,,
"2011-11-27 00:00:00",10915,,,,
"2011-11-28 00:00:00",9247,,,,
"2011-11-29 00:00:00",9733,,,,
"2011-11-30 00:00:00",12385,680,,,
"2011-12-01 00:00:00",12211,,,,
"2011-12-02 00:00:00",16862,,,,
"2011-12-03 00:00:00",16827,,,,
"2011-12-04 00:00:00",16661,,,,
"2011-12-05 00:00:00",15360,,,,
"2011-12-06 00:00:00",15360,,,,
"2011-12-07 00:00:00",18026,,,,
"2011-12-08 00:00:00",19107,,,,
"2011-12-09 00:00:00",19650,,,,
"2011-12-10 00:00:00",20156,,,,
"2011-12-11 00:00:00",19998,,,,
"2011-12-12 00:00:00",19730,,,,
"2011-12-13 00:00:00",18776,,,,
"2011-12-14 00:00:00",17219,,,,
"2011-12-15 00:00:00",16494,,,,
"2011-12-16 00:00:00",17269,,,,
"2011-12-17 00:00:00",17830,,,,
"2011-12-18 00:00:00",17254,,,,
"2011-12-19 00:00:00",16634,,,,
"2011-12-20 00:00:00",15581,,,,
"2011-12-21 00:00:00",17513,,,,
"2011-12-22 00:00:00",17388,,,,
"2011-12-23 00:00:00",16227,,,,
"2011-12-24 00:00:00",15041,,,,
"2011-12-25 00:00:00",16424,,,,
"2011-12-26 00:00:00",16485,,,,
"2011-12-27 00:00:00",16214,,,,
"2011-12-28 00:00:00",15182,,,,
"2011-12-29 00:00:00",16695,,,,
"2011-12-30 00:00:00",16709,,,,
"2011-12-31 00:00:00",14058,,,,
"2012-01-01 00:00:00",17889,,,,
"2012-01-02 00:00:00",17976,,,,
"2012-01-03 00:00:00",17148,,,,
"2012-01-04 00:00:00",17226,,,,
"2012-01-05 00:00:00",17385,,,,
"2012-01-06 00:00:00",17404,,,,
"2012-01-07 00:00:00",18379,,,,
"2012-01-08 00:00:00",18365,,,,
"2012-01-09 00:00:00",17113,,,,
"2012-01-10 00:00:00",17006,,,,
"2012-01-11 00:00:00",16451,,,,
"2012-01-12 00:00:00",19558,,,,
"2012-01-13 00:00:00",21221,,,,
"2012-01-14 00:00:00",21194,,,,
"2012-01-15 00:00:00",20633,,,,
"2012-01-16 00:00:00",19621,,,,
"2012-01-17 00:00:00",18764,,,,
"2012-01-18 00:00:00",18764,,,,
"2012-01-19 00:00:00",18764,,,,
"2012-01-20 00:00:00",18764,,,,
"2012-01-21 00:00:00",18764,,,,
"2012-01-22 00:00:00",18764,,,,
"2012-01-23 00:00:00",19170,,,,
"2012-01-24 00:00:00",18926,,,,
"2012-01-25 00:00:00",18999,,,,
"2012-01-26 00:00:00",21080,,,,
"2012-01-27 00:00:00",23112,,,,
"2012-01-28 00:00:00",23539,,,,
"2012-01-29 00:00:00",23022,,,,
"2012-01-30 00:00:00",21220,,,,
"2012-01-31 00:00:00",20421,,,,
"2012-02-01 00:00:00",20784,,,,
"2012-02-02 00:00:00",20601,,,,
"2012-02-03 00:00:00",24123,,,,
"2012-02-04 00:00:00",24765,,,,
"2012-02-05 00:00:00",24341,,,,
"2012-02-06 00:00:00",20716,,,,
"2012-02-07 00:00:00",21282,,,,
"2012-02-08 00:00:00",20790,,,,
"2012-02-09 00:00:00",21224,,,,
"2012-02-10 00:00:00",23509,,,,
"2012-02-11 00:00:00",23587,,,,
"2012-02-12 00:00:00",21358,,,,
"2012-02-13 00:00:00",21378,,,,
"2012-02-14 00:00:00",10515,,,,
"2012-02-15 00:00:00",22142,,,,
"2012-02-16 00:00:00",23965,,,,
"2012-02-17 00:00:00",25875,,,,
"2012-02-18 00:00:00",26129,,,,
"2012-02-19 00:00:00",25313,,,,
"2012-02-20 00:00:00",24898,,,,
"2012-02-21 00:00:00",23934,,,,
"2012-02-22 00:00:00",23196,,,,
"2012-02-23 00:00:00",23331,,,,
"2012-02-24 00:00:00",24787,,,,
"2012-02-25 00:00:00",25703,,,,
"2012-02-26 00:00:00",25956,,,,
"2012-02-27 00:00:00",23389,,,,
"2012-02-28 00:00:00",23090,204,,,
"2012-02-29 00:00:00",21986,,,,
"2012-03-01 00:00:00",23921,,,,
"2012-03-02 00:00:00",27976,,,,
"2012-03-03 00:00:00",27962,,,,
"2012-03-04 00:00:00",24636,,,,
"2012-03-05 00:00:00",24488,,,,
"2012-03-06 00:00:00",26116,,,,
"2012-03-07 00:00:00",26014,,,,
"2012-03-08 00:00:00",26343,,,,
"2012-03-09 00:00:00",28451,460,,,
"2012-03-10 00:00:00",30030,,,,
"2012-03-11 00:00:00",30095,,,,
"2012-03-12 00:00:00",26781,,,,
"2012-03-13 00:00:00",25122,,,,
"2012-03-14 00:00:00",27043,,,,
"2012-03-15 00:00:00",28397,,,,
"2012-03-16 00:00:00",31583,728,,,
"2012-03-17 00:00:00",32405,678,,,
"2012-03-18 00:00:00",31417,570,,,
"2012-03-19 00:00:00",27437,448,,,
"2012-03-20 00:00:00",27422,225,,,
"2012-03-21 00:00:00",27558,421,,,
"2012-03-22 00:00:00",31865,653,,,
"2012-03-23 00:00:00",36133,1035,,,
"2012-03-24 00:00:00",38596,1081,,,
"2012-03-25 00:00:00",36933,848,,,
"2012-03-26 00:00:00",34441,700,,,
"2012-03-27 00:00:00",33528,572,,,
"2012-03-28 00:00:00",36163,537,,,
"2012-03-29 00:00:00",37128,1263,,,
"2012-03-30 00:00:00",39910,1238,,,
"2012-03-31 00:00:00",40661,1041,,,
"2012-04-01 00:00:00",39847,834,,,
"2012-04-02 00:00:00",35849,674,,,
"2012-04-03 00:00:00",33762,603,,,
"2012-04-04 00:00:00",34628,539,,,
"2012-04-05 00:00:00",38702,490,,,
"2012-04-06 00:00:00",37997,,,,
"2012-04-07 00:00:00",37414,,,,
"2012-04-08 00:00:00",35948,,,,
"2012-04-09 00:00:00",34111,,,,
"2012-04-10 00:00:00",34086,,,,
"2012-04-11 00:00:00",36582,,,,
"2012-04-12 00:00:00",38184,,,,
"2012-04-13 00:00:00",47205,1895,,,
"2012-04-14 00:00:00",44638,1899,,,
"2012-04-15 00:00:00",42522,1472,,,
"2012-04-16 00:00:00",38866,1122,,,
"2012-04-17 00:00:00",40906,903,,,
"2012-04-18 00:00:00",44056,896,,,
"2012-04-19 00:00:00",50109,793,,,
"2012-04-20 00:00:00",53426,1027,,,
"2012-04-21 00:00:00",53303,1135,,,
"2012-04-22 00:00:00",48604,876,,,
"2012-04-23 00:00:00",47750,742,,,
"2012-04-24 00:00:00",45989,654,,,
"2012-04-25 00:00:00",43659,620,,,
"2012-04-26 00:00:00",47117,574,,,
"2012-04-27 00:00:00",50368,1058,,,
"2012-04-28 00:00:00",50846,1036,,,
"2012-04-29 00:00:00",47405,927,,,
"2012-04-30 00:00:00",48329,739,,,
"2012-05-01 00:00:00",44391,657,,,
"2012-05-02 00:00:00",43930,596,,,
"2012-05-03 00:00:00",49005,586,,,
"2012-05-04 00:00:00",53039,720,,,
"2012-05-05 00:00:00",51878,716,,,
"2012-05-06 00:00:00",49171,691,,,
"2012-05-07 00:00:00",46270,562,,,
"2012-05-08 00:00:00",44412,488,,,
"2012-05-09 00:00:00",44074,450,,,
"2012-05-10 00:00:00",47828,465,,,
"2012-05-11 00:00:00",51321,1764,,,
"2012-05-12 00:00:00",49382,1498,,,
"2012-05-13 00:00:00",46077,1234,,,
"2012-05-14 00:00:00",39273,950,,,
"2012-05-15 00:00:00",35758,749,,,
"2012-05-16 00:00:00",37289,663,,,
"2012-05-17 00:00:00",39921,665,,,
"2012-05-18 00:00:00",40719,1829,,,
"2012-05-19 00:00:00",43504,1845,,,
"2012-05-20 00:00:00",37125,1389,,,
"2012-05-21 00:00:00",37744,2097,,,
"2012-05-22 00:00:00",37725,1985,,,
"2012-05-23 00:00:00",38456,1800,,,
"2012-05-24 00:00:00",41958,1457,,,
"2012-05-25 00:00:00",43822,1444,,,
"2012-05-26 00:00:00",43950,1310,,,
"2012-05-27 00:00:00",41905,1254,,,
"2012-05-28 00:00:00",42415,1158,,,
"2012-05-29 00:00:00",42576,1104,,,
"2012-05-30 00:00:00",41547,1083,,,
"2012-05-31 00:00:00",54098,968,,,
"2012-06-01 00:00:00",55519,2919,,,
"2012-06-02 00:00:00",57901,2732,,,
"2012-06-03 00:00:00",52426,2329,,,
"2012-06-04 00:00:00",51161,1987,,,
"2012-06-05 00:00:00",53217,1736,,,
"2012-06-06 00:00:00",52856,1619,,,
"2012-06-07 00:00:00",51574,1549,,,
"2012-06-08 00:00:00",54040,1381,,,
"2012-06-09 00:00:00",54436,1342,,,
"2012-06-10 00:00:00",50965,1282,,,
"2012-06-11 00:00:00",57093,1302,,,
"2012-06-12 00:00:00",52085,1219,,,
"2012-06-13 00:00:00",52847,1289,,,
"2012-06-14 00:00:00",52847,1147,,,
"2012-06-15 00:00:00",55173,1173,,,
"2012-06-16 00:00:00",54638,1194,,,
"2012-06-17 00:00:00",50802,1129,,,
"2012-06-18 00:00:00",53139,1096,,,
"2012-06-19 00:00:00",53443,1078,,,
"2012-06-20 00:00:00",52659,1228,,,
"2012-06-21 00:00:00",54787,1169,,,
"2012-06-22 00:00:00",58113,1359,,,
"2012-06-23 00:00:00",59926,2167,,,
"2012-06-24 00:00:00",56954,1440,,,
"2012-06-25 00:00:00",56683,1392,,,
"2012-06-26 00:00:00",57238,1232,,,
"2012-06-27 00:00:00",57286,937,,,
"2012-06-28 00:00:00",60217,1010,,,
"2012-06-29 00:00:00",62084,1123,,,
"2012-06-30 00:00:00",65425,1194,,,
"2012-07-01 00:00:00",75041,1642,,,
"2012-07-02 00:00:00",60228,1140,,,
"2012-07-03 00:00:00",59497,1117,,,
"2012-07-04 00:00:00",60026,1032,,,
"2012-07-05 00:00:00",62443,992,,,
"2012-07-06 00:00:00",63809,1870,,,
"2012-07-07 00:00:00",64205,1883,,,
"2012-07-08 00:00:00",63422,1883,,,
"2012-07-09 00:00:00",60932,1674,,,
"2012-07-10 00:00:00",59984,1501,,,
"2012-07-11 00:00:00",62252,1437,,,
"2012-07-12 00:00:00",63871,1972,,,
"2012-07-13 00:00:00",67993,1969,,,
"2012-07-14 00:00:00",71015,1882,,,
"2012-07-15 00:00:00",67098,1804,,,
"2012-07-16 00:00:00",68630,1666,,,
"2012-07-17 00:00:00",66545,1623,,,
"2012-07-18 00:00:00",67216,1543,,,
"2012-07-19 00:00:00",66061,1504,,,
"2012-07-20 00:00:00",70753,1395,,,
"2012-07-21 00:00:00",72372,1528,,,
"2012-07-22 00:00:00",69750,1451,,,
"2012-07-23 00:00:00",68914,1328,,,
"2012-07-24 00:00:00",66929,1315,,,
"2012-07-25 00:00:00",67416,1238,,,
"2012-07-26 00:00:00",73650,1155,,,
"2012-07-27 00:00:00",74310,1248,,,
"2012-07-28 00:00:00",75355,1473,,,
"2012-07-29 00:00:00",72723,1493,,,
"2012-07-30 00:00:00",72386,1451,,,
"2012-07-31 00:00:00",69243,1284,,,
"2012-08-01 00:00:00",108689,52261,,,
"2012-08-02 00:00:00",72073,1156,,,
"2012-08-03 00:00:00",74376,1209,,,
"2012-08-04 00:00:00",76025,1316,,,
"2012-08-05 00:00:00",72061,1275,,,
"2012-08-06 00:00:00",71082,1483,,,
"2012-08-07 00:00:00",71463,1585,,,
"2012-08-08 00:00:00",70657,1685,,,
"2012-08-09 00:00:00",70398,1581,,,
"2012-08-10 00:00:00",75505,2448,,,
"2012-08-11 00:00:00",75726,2599,,,
"2012-08-12 00:00:00",71559,2562,,,
"2012-08-13 00:00:00",70019,2766,,,
"2012-08-14 00:00:00",69520,32396,,,
"2012-08-15 00:00:00",69927,31446,,,
"2012-08-16 00:00:00",70338,28953,,,
"2012-08-17 00:00:00",73551,26875,,,
"2012-08-18 00:00:00",78599,31597,,,
"2012-08-19 00:00:00",74711,31284,,,
"2012-08-20 00:00:00",69926,52596,,,
"2012-08-21 00:00:00",71310,49418,,,
"2012-08-22 00:00:00",73540,45563,,,
"2012-08-23 00:00:00",73043,41807,,,
"2012-08-24 00:00:00",73583,40608,,,
"2012-08-25 00:00:00",108472,42936,,,
"2012-08-26 00:00:00",105839,40621,,,
"2012-08-27 00:00:00",105167,37754,,,
"2012-08-28 00:00:00",80479,35634,,,
"2012-08-29 00:00:00",77752,33207,,,
"2012-08-30 00:00:00",111804,31832,,,
"2012-08-31 00:00:00",108557,31747,,,
"2012-09-01 00:00:00",118901,36057,,,
"2012-09-02 00:00:00",118479,36870,,,
"2012-09-03 00:00:00",83298,33922,,,
"2012-09-04 00:00:00",80584,29302,,,
"2012-09-05 00:00:00",81657,28446,,,
"2012-09-06 00:00:00",70409,26028,,,
"2012-09-07 00:00:00",70409,16992,,,
"2012-09-08 00:00:00",70409,16992,,,
"2012-09-09 00:00:00",80110,29223,,,
"2012-09-10 00:00:00",80574,26599,,,
"2012-09-11 00:00:00",80452,26739,,,
"2012-09-12 00:00:00",81733,25895,,,
"2012-09-13 00:00:00",81592,25290,,,
"2012-09-14 00:00:00",90409,24962,,,
"2012-09-15 00:00:00",91719,28447,,,
"2012-09-16 00:00:00",79965,26686,,,
"2012-09-17 00:00:00",82755,23856,,,
"2012-09-18 00:00:00",79405,21597,,,
"2012-09-19 00:00:00",81340,22118,,,
"2012-09-20 00:00:00",84664,20544,,,
"2012-09-21 00:00:00",97697,21263,,,
"2012-09-22 00:00:00",97784,24475,,,
"2012-09-23 00:00:00",87176,23329,,,
"2012-09-24 00:00:00",81954,20387,,,
"2012-09-25 00:00:00",84298,20354,,,
"2012-09-26 00:00:00",83483,19894,,,
"2012-09-27 00:00:00",88965,18732,,,
"2012-09-28 00:00:00",99129,18543,,,
"2012-09-29 00:00:00",102129,21247,,,
"2012-09-30 00:00:00",89750,20273,,,
"2012-10-01 00:00:00",171860,20850,,,
"2012-10-02 00:00:00",89614,18337,,,
"2012-10-03 00:00:00",97314,18350,,,
"2012-10-04 00:00:00",110976,18564,,,
"2012-10-05 00:00:00",116386,18464,,,
"2012-10-06 00:00:00",112941,19848,,,
"2012-10-07 00:00:00",106831,20740,,,
"2012-10-08 00:00:00",101962,18861,,,
"2012-10-09 00:00:00",99846,17936,,,
"2012-10-10 00:00:00",100426,17658,,,
"2012-10-11 00:00:00",105059,16103,,,
"2012-10-12 00:00:00",112481,17560,,,
"2012-10-13 00:00:00",110661,20134,,,
"2012-10-14 00:00:00",99318,18887,,,
"2012-10-15 00:00:00",99647,17456,,,
"2012-10-16 00:00:00",96812,17615,,,
"2012-10-17 00:00:00",97340,16026,,,
"2012-10-18 00:00:00",97340,14962,,,
"2012-10-19 00:00:00",97340,14962,,,
"2012-10-20 00:00:00",127958,18497,,,
"2012-10-21 00:00:00",121831,17996,,,
"2012-10-22 00:00:00",134845,20850,,,
"2012-10-23 00:00:00",121309,19681,,,
"2012-10-24 00:00:00",131905,16201,,,
"2012-10-25 00:00:00",133295,15101,,,
"2012-10-26 00:00:00",145041,15726,,,
"2012-10-27 00:00:00",147013,17922,,,
"2012-10-28 00:00:00",133301,17605,,,
"2012-10-29 00:00:00",133498,16441,,,
"2012-10-30 00:00:00",171931,16271,,,
"2012-10-31 00:00:00",166805,21291,,,
"2012-11-01 00:00:00",169631,50533,,,
"2012-11-02 00:00:00",158228,48271,,,
"2012-11-03 00:00:00",154925,50533,,,
"2012-11-04 00:00:00",142382,46933,,,
"2012-11-05 00:00:00",135504,25474,,,
"2012-11-06 00:00:00",138398,21163,,,
"2012-11-07 00:00:00",140618,21219,,,
"2012-11-08 00:00:00",146990,21111,,,
"2012-11-09 00:00:00",163993,20632,,,
"2012-11-10 00:00:00",164331,22880,,,
"2012-11-11 00:00:00",149020,22968,,,
"2012-11-12 00:00:00",140023,21888,,,
"2012-11-13 00:00:00",138005,19577,,,
"2012-11-14 00:00:00",141691,18505,,,
"2012-11-15 00:00:00",148705,18543,,,
"2012-11-16 00:00:00",159020,18418,,,
"2012-11-17 00:00:00",156169,20597,,,
"2012-11-18 00:00:00",137382,20396,,,
"2012-11-19 00:00:00",137902,20234,,,
"2012-11-20 00:00:00",139073,18273,,,
"2012-11-21 00:00:00",147056,18847,,,
"2012-11-22 00:00:00",155884,18933,,,
"2012-11-23 00:00:00",170248,18997,,,
"2012-11-24 00:00:00",166166,21512,,,
"2012-11-25 00:00:00",147390,21431,,,
"2012-11-26 00:00:00",148120,23465,,,
"2012-11-27 00:00:00",151154,23465,,,
"2012-11-28 00:00:00",153963,23597,,,
"2012-11-29 00:00:00",153010,22501,,,
"2012-11-30 00:00:00",170847,20615,,,
"2012-12-01 00:00:00",213521,27553,,,
"2012-12-02 00:00:00",152503,23130,,,
"2012-12-03 00:00:00",153770,22426,,,
"2012-12-04 00:00:00",152190,21727,,,
"2012-12-05 00:00:00",154020,22137,,,
"2012-12-06 00:00:00",163280,22319,,,
"2012-12-07 00:00:00",180544,22826,,,
"2012-12-08 00:00:00",180298,25803,,,
"2012-12-09 00:00:00",164689,25358,,,
"2012-12-10 00:00:00",168620,25377,,,
"2012-12-11 00:00:00",166710,23761,,,
"2012-12-12 00:00:00",171101,22429,,,
"2012-12-13 00:00:00",185975,22092,,,
"2012-12-14 00:00:00",201442,20909,,,
"2012-12-15 00:00:00",203484,23713,,,
"2012-12-16 00:00:00",188619,23469,,,
"2012-12-17 00:00:00",187555,23170,,,
"2012-12-18 00:00:00",186837,22656,,,
"2012-12-19 00:00:00",215557,21486,,,
"2012-12-20 00:00:00",202605,21147,,,
"2012-12-21 00:00:00",208194,20912,,,
"2012-12-22 00:00:00",204246,22622,,,
"2012-12-23 00:00:00",184129,22859,,,
"2012-12-24 00:00:00",178981,18249,,,
"2012-12-25 00:00:00",184889,20428,,,
"2012-12-26 00:00:00",188263,23400,,,
"2012-12-27 00:00:00",190168,24745,,,
"2012-12-28 00:00:00",194478,26396,,,
"2012-12-29 00:00:00",193507,27994,,,
"2012-12-30 00:00:00",183476,28208,,,
"2012-12-31 00:00:00",179569,25071,,,
"2013-01-01 00:00:00",260989,31359,,,
"2013-01-02 00:00:00",191548,27365,,,
"2013-01-03 00:00:00",195662,27971,,,
"2013-01-04 00:00:00",206468,27057,,,
"2013-01-05 00:00:00",207823,31275,,,
"2013-01-06 00:00:00",200878,31343,,,
"2013-01-07 00:00:00",197441,30480,,,
"2013-01-08 00:00:00",195051,28874,,,
"2013-01-09 00:00:00",199860,27372,,,
"2013-01-10 00:00:00",213862,27760,,,
"2013-01-11 00:00:00",234693,26010,,,
"2013-01-12 00:00:00",223423,29060,,,
"2013-01-13 00:00:00",204455,28927,,,
"2013-01-14 00:00:00",205046,27930,,,
"2013-01-15 00:00:00",206108,27010,,,
"2013-01-16 00:00:00",209216,26002,,,
"2013-01-17 00:00:00",224598,25946,,,
"2013-01-18 00:00:00",249092,24670,,,
"2013-01-19 00:00:00",243759,28609,,,
"2013-01-20 00:00:00",227237,29421,,,
"2013-01-21 00:00:00",224170,29341,,,
"2013-01-22 00:00:00",228490,27271,,,
"2013-01-23 00:00:00",230012,27272,,,
"2013-01-24 00:00:00",243819,27283,,,
"2013-01-25 00:00:00",261921,25976,,,
"2013-01-26 00:00:00",258661,29566,,,
"2013-01-27 00:00:00",237414,29562,,,
"2013-01-28 00:00:00",236552,27828,,,
"2013-01-29 00:00:00",233726,26654,,,
"2013-01-30 00:00:00",238047,26292,,,
"2013-01-31 00:00:00",217567,26210,,,
"2013-02-01 00:00:00",283870,35238,,,
"2013-02-02 00:00:00",261182,29588,,,
"2013-02-03 00:00:00",236051,29340,,,
"2013-02-04 00:00:00",234582,27967,,,
"2013-02-05 00:00:00",235657,27481,,,
"2013-02-06 00:00:00",238126,25874,,,
"2013-02-07 00:00:00",254630,28358,,,
"2013-02-08 00:00:00",273953,30390,,,
"2013-02-09 00:00:00",273967,35597,,,
"2013-02-10 00:00:00",255378,35045,,,
"2013-02-11 00:00:00",253257,34252,,,
"2013-02-12 00:00:00",250883,31613,,,
"2013-02-13 00:00:00",237422,27439,,,
"2013-02-14 00:00:00",259980,27935,,,
"2013-02-15 00:00:00",284234,28986,,,
"2013-02-16 00:00:00",281180,33189,,,
"2013-02-17 00:00:00",256970,33110,,,
"2013-02-18 00:00:00",252643,32053,,,
"2013-02-19 00:00:00",253259,28067,,,
"2013-02-20 00:00:00",255376,27828,,,
"2013-02-21 00:00:00",266857,27767,,,
"2013-02-22 00:00:00",274436,27851,,,
"2013-02-23 00:00:00",283477,31712,,,
"2013-02-24 00:00:00",250751,31543,,,
"2013-02-25 00:00:00",253759,30443,,,
"2013-02-26 00:00:00",248683,27140,,,
"2013-02-27 00:00:00",252186,28512,,,
"2013-02-28 00:00:00",269649,28767,,,
"2013-03-01 00:00:00",325598,32166,,,
"2013-03-02 00:00:00",289711,30889,,,
"2013-03-03 00:00:00",256668,30876,,,
"2013-03-04 00:00:00",257875,28744,,,
"2013-03-05 00:00:00",257117,25903,,,
"2013-03-06 00:00:00",265725,25812,,,
"2013-03-07 00:00:00",266333,25131,,,
"2013-03-08 00:00:00",303068,25565,,,
"2013-03-09 00:00:00",325897,30029,,,
"2013-03-10 00:00:00",267082,29917,,,
"2013-03-11 00:00:00",263995,27834,,,
"2013-03-12 00:00:00",260335,24446,,,
"2013-03-13 00:00:00",262759,26247,,,
"2013-03-14 00:00:00",279310,26156,,,
"2013-03-15 00:00:00",297313,25555,,,
"2013-03-16 00:00:00",293090,29444,,,
"2013-03-17 00:00:00",261736,29023,,,
"2013-03-18 00:00:00",263445,28466,,,
"2013-03-19 00:00:00",263566,27964,,,
"2013-03-20 00:00:00",270405,27635,,,
"2013-03-21 00:00:00",281979,27453,,,
"2013-03-22 00:00:00",303083,27805,,,
"2013-03-23 00:00:00",311078,32372,,,
"2013-03-24 00:00:00",281143,32414,,,
"2013-03-25 00:00:00",272025,30489,,,
"2013-03-26 00:00:00",274017,28046,,,
"2013-03-27 00:00:00",282141,28144,,,
"2013-03-28 00:00:00",299627,28468,,,
"2013-03-29 00:00:00",301486,27440,,,
"2013-03-30 00:00:00",293265,28343,,,
"2013-03-31 00:00:00",274605,29407,,,
"2013-04-01 00:00:00",299667,31966,,,
"2013-04-02 00:00:00",271429,26055,,,
"2013-04-03 00:00:00",267248,27938,,,
"2013-04-04 00:00:00",285748,28890,,,
"2013-04-05 00:00:00",297580,28687,,,
"2013-04-06 00:00:00",300414,32163,,,
"2013-04-07 00:00:00",273058,29464,,,
"2013-04-08 00:00:00",270882,27843,,,
"2013-04-09 00:00:00",269293,26959,,,
"2013-04-10 00:00:00",269683,29239,,,
"2013-04-11 00:00:00",282225,27137,,,
"2013-04-12 00:00:00",297510,28237,,,
"2013-04-13 00:00:00",292130,31604,,,
"2013-04-14 00:00:00",261387,29982,,,
"2013-04-15 00:00:00",262444,28795,,,
"2013-04-16 00:00:00",259406,27768,,,
"2013-04-17 00:00:00",260680,28493,,,
"2013-04-18 00:00:00",270114,27078,,,
"2013-04-19 00:00:00",285389,26886,,,
"2013-04-20 00:00:00",286189,30920,,,
"2013-04-21 00:00:00",267804,29952,,,
"2013-04-22 00:00:00",267223,28106,,,
"2013-04-23 00:00:00",264998,24738,,,
"2013-04-24 00:00:00",261898,27216,,,
"2013-04-25 00:00:00",269414,26661,,,
"2013-04-26 00:00:00",286214,27160,,,
"2013-04-27 00:00:00",292781,31433,,,
"2013-04-28 00:00:00",266221,30521,,,
"2013-04-29 00:00:00",275774,27756,,,
"2013-04-30 00:00:00",261609,25652,,,
"2013-05-01 00:00:00",325815,53379,,,
"2013-05-02 00:00:00",272184,26397,,,
"2013-05-03 00:00:00",292144,26495,,,
"2013-05-04 00:00:00",280686,29255,,,
"2013-05-05 00:00:00",259738,27964,,,
"2013-05-06 00:00:00",256628,28146,,,
"2013-05-07 00:00:00",262217,27001,,,
"2013-05-08 00:00:00",252705,26336,,,
"2013-05-09 00:00:00",269240,25718,,,
"2013-05-10 00:00:00",298705,26579,,,
"2013-05-11 00:00:00",295032,29611,,,
"2013-05-12 00:00:00",302958,29199,,,
"2013-05-13 00:00:00",304621,26626,,,
"2013-05-14 00:00:00",306467,25655,,,
"2013-05-15 00:00:00",302926,30732,,,
"2013-05-16 00:00:00",318890,44688,,,
"2013-05-17 00:00:00",329977,51786,,,
"2013-05-18 00:00:00",328713,53381,,,
"2013-05-19 00:00:00",312562,42315,,,
"2013-05-20 00:00:00",307248,36850,,,
"2013-05-21 00:00:00",304716,35039,,,
"2013-05-22 00:00:00",324498,34418,,,
"2013-05-23 00:00:00",303529,32069,,,
"2013-05-24 00:00:00",311696,31723,,,
"2013-05-25 00:00:00",318606,34871,,,
"2013-05-26 00:00:00",303848,35724,,,
"2013-05-27 00:00:00",317067,33689,,,
"2013-05-28 00:00:00",311520,31426,,,
"2013-05-29 00:00:00",308015,33106,,,
"2013-05-30 00:00:00",303763,31084,,,
"2013-05-31 00:00:00",312245,29297,,,
"2013-06-01 00:00:00",326160,33700,,,
"2013-06-02 00:00:00",298910,33448,,,
"2013-06-03 00:00:00",300585,31806,,,
"2013-06-04 00:00:00",295791,30594,,,
"2013-06-05 00:00:00",297766,30352,,,
"2013-06-06 00:00:00",301152,29284,,,
"2013-06-07 00:00:00",308039,27103,,,
"2013-06-08 00:00:00",326835,31842,,,
